name,firstName,country,title,studio,duration,year,category,genre,award,addon,
BIASUTTI,Michele,Italie,Deep sea,,0:09:40,2001,Trivium B,art sonore électroa.,M,,
SZIGETVARI,Andrea,Hongrie,Mandala 1,,0:13:11,2001,Trivium B,art sonore électroa.,P,,
ROVAN,Butch,USA,…seine hohle form…,,0:11:30,2001,Trivium B,danse ou théâtre,M,,
APEL,Ted,USA,Potential Difference,,,2001,Trivium B,installation ou envir.,M,,
WILLIS,Garnet,Canada,Kinetoflux,,,2001,Trivium B,installation ou envir.,M,,
HERNANDEZ,Miguel,Mexique,El Santo Cuantico,,0:09:20,2001,Trivium B,Multimédia,P,,
SZIGETVARI,Andrea,Hongrie,The Priest and the Shell,,0:13:20,2001,Trivium B,Multimédia,P,,
HARRISON,Jonty,Gde Bretagne,Abstracts,,0:17:00,2001,,,Pierre d'Argent,,
BRUMMER,Ludger,Allemagne,Nyx,,0:28:00,2001,,,Pierre d'Or,,
MANDOLINI,Ricardo,Argentine,La noche en que los peces flotaron,,0:13:00,2002,Magistère,,MA,,
GILBERT,Peter,USA,Rituals,,0:05:15,2002,Résidence,,R,,
YAYA AGUILAR,Ana G.,Argentine,Patio,,0:05:22,2002,Résidence,,R,,
STAVROPOULOS,Nikos,Grèce,Scene II,,0:07:22,2002,Résidence,,R,,
BIASIOL,Francesco,Italie,Ne pas se pencher au dehors@,,0:10:00,2002,Résidence,,R,,
CAHILL-JONES,Thomas J.,Gde Bretagne,DeLeTE'e'UNIT,,0:10:06,2002,Résidence,,R,,
ADAMEK,Ondrej,Tchèquie,"Un souffle, une ombre, un rien",,0:10:55,2002,Résidence,,R,,
MARINONI,Marco,Italie,"To walk the night (flûte, percussion, piano, violon, violoncelle et bande)",,0:07:20,2002,Trivium A,avec instruments,P,,
MARY,Mario,Argentine,Aarhus (pour violon et bande),,0:10:42,2002,Trivium A,avec instruments,M,,
OLIVEIRA,Joao Pedro,Portugal,Labirinto (pour quatuor à cordes et bande),,0:11:00,2002,Trivium A,avec instruments,P,,
DE MAN,Roderik,Pays-Bas,Magnetic fields (pour orchestre et bande),,0:12:30,2002,Trivium A,avec instruments,M,,
BEREZAN,David,Canada,Baoding,,0:07:23,2002,Trivium A,sans instrument,P,,
NELSON,Jon Christopher,USA,Scatter,,0:08:48,2002,Trivium A,sans instrument,P,,
MARRERO,Juan-Manuel,Espagne,Lascivia Pristina II,,0:09:34,2002,Trivium A,sans instrument,M,,
HEDMAN,Jens,Suède,Recoil,,0:12:08,2002,Trivium A,sans instrument,M,,
NIEHUSMANN,Frank,Allemagne,Untertagemusik nr. 1,,0:10:36,2002,Trivium B,art sonore électroa.,M,,
LA CASA,Eric,France,Vibratility. Mozaik,,0:15:50,2002,Trivium B,art sonore électroa.,P,,duplicata
KWI,Slavek,Irlande,Vibratility. Mozaik,,0:15:50,2002,Trivium B,art sonore électroa.,P,,duplicata
TODOROFF,Todor,Belgique,In Between,,1:15:00,2002,Trivium B,danse ou théâtre,M,,
NUHN,Ralf,Allemagne,Staccato Death life,,0:06:20,2002,Trivium B,installation ou envir.,P,,
BOSCH,Peter,Pays-Bas,Cantan un Huero,,0:16:12,2002,Trivium B,installation ou envir.,M,,duplicata
SIMONS,Simone,Pays-Bas,Cantan un Huero,,0:16:12,2002,Trivium B,installation ou envir.,M,,duplicata
JUSTEL,Elsa,Argentine,Destellos,,0:05:37,2002,Trivium B,Multimédia,M,,
BALTAZAR,Pascal,France,Soma,,0:09:00,2002,Trivium B,Multimédia,M,,
DESCHENES,Marcelle,Canada,Die Dyer (vidéo d'Alain Pelletier),,0:24:00,2002,Trivium B,Multimédia,P,,
RUTZ,Hanns Holger,Allemagne,5th Residual,,0:09:12,2003,Résidence,,R,,
KARATHANASIS,Konstantinos,Grèce,De Ligno Chalybeque,,0:09:40,2003,Résidence,,R,,
BESHARSE,Kari,USA,Small Things,,0:10:30,2003,Résidence,,R,,
STRASSMUELLER,Matthias,Allemagne,Fusions,,0:14:25,2003,Résidence,,R,,
VOLODIN,Alexander,Russie,The Music of my memory,,0:16:20,2003,Résidence,,R,,
OZER,Mehmet Can,Turquie,Works 2001/4,,0:43:38,2003,Résidence,,R,,
MARTUSCIELLO,Elio,Italie,Presenti successivi,,0:11:00,2003,Trivium A,art sonore électroa.,M,,
MOORE,Adrian,Gde Bretagne,Sea of Singularity,,0:30:00,2003,Trivium A,art sonore électroa.,M,,
CASALE,Emanuele,Italie,5,,0:10:15,2003,Trivium A,avec instruments,M,,
SOULIÉ,Laurent,France,Ecorce de lune,,0:16:08,2003,Trivium A,avec instruments,P,,
ECKERT,Gerald,Allemagne,Offen-fin des terres,,0:16:20,2003,Trivium A,avec instruments,P,,
AZGUIME,Miguel,Portugal,Derrière son double,,0:19:31,2003,Trivium A,avec instruments,M,,
LOUFOPOULOS,Apostolos,Grèce,Erevos,,0:11:00,2003,Trivium A,sans instrument,M,,
MARY,Mario,Argentine,Signes émergents,,0:15:00,2003,Trivium A,sans instrument,P,,
FIELD,Ambrose,Gde Bretagne,One hell of a place to lose a cow,,0:16:33,2003,Trivium A,sans instrument,P,,
CECCARELLI,Luigi,Italie,Live,,0:50:00,2003,Trivium B,danse ou théâtre,P,,
RUETSCH,Christophe,France,Mendel,,,2003,Trivium B,installation ou envir.,M,,duplicata
BLIN,Philippe,France,Mendel,,,2003,Trivium B,installation ou envir.,M,,duplicata
JODLOWSKI, Pierre,France,Mendel,,,2003,Trivium B,installation ou envir.,M,,duplicata
SUZUKI,Kotoka,Japon,Umidi  Soni Colores,,0:15:00,2003,Trivium B,Multimédia,P,,
BATTEY,Bret,USA,Writing on the surface,,0:15:00,2003,Trivium B,Multimédia,M,,
CETTA,Pablo,Argentine,… que me hiciste mal…,,0:08:00,2004,Euphonie,,E,,
NELSON,Jon Christopher,USA,Scatter,,0:08:48,2004,Euphonie,,E,,
BROBERG,Jonas,Suède,Conversation in cadaques,,0:08:56,2004,Euphonie,,E,,
CECCARELLI,Luigi,Italie,Birds (for bass clarinet and tape with bass clarinet sounds and.…),,0:09:30,2004,Euphonie,,E,,
HEDMAN,Jens,Suède,Relief,,0:11:25,2004,Euphonie,,E,,
LEWIS,Andrew,Gde Bretagne,Ascent,,0:11:43,2004,Euphonie,,E,,
KARLSSON,Erik Michael,Suède,La disparition de l'azur,,0:12:12,2004,Euphonie,,E,,
MARTUSCIELLO,Elio,Italie,Proiezioni,,0:12:35,2004,Euphonie,,E,,
BARRETT,Natasha,Gde Bretagne,Utility of Space,,0:13:30,2004,Euphonie,,E,,
KOONCE,Paul,USA,Walkabout,,0:16:30,2004,Euphonie,,E,,
MARINI,Marc,France,Etude aux cuics et aux couacs,,0:05:13,2004,Résidence,,R,,
KHOSRAVI ,Peiman,Iran,Night streams,,0:06:19,2004,Résidence,,R,,
GUZMAN,A. Edgar,Mexique,Prometo et Epimeto,,0:07:51,2004,Résidence,,R,,
PARRA CANCINO,Juan A.,Chili,Tellura,,0:08:00,2004,Résidence,,R,,
DUGATKIN,Mario,Argentine,Y la noche se derrumba,,0:08:30,2004,Résidence,,R,,
KOKORAS,Panayiotis,Grèce,Slide,,0:08:40,2004,Résidence,,R,,
NICHOLS,Charles,USA,Posture,,0:08:54,2004,Trivium B,danse et théâtre,M,,
JANSSEN,Jos,Pays-Bas,Morandi's clarinet,,0:26:00,2004,Trivium B,installation ou envir.,M,,duplicata
JAXY,Constantin,Allemagne,Morandi's clarinet,,0:26:00,2004,Trivium B,installation ou envir.,M,,duplicata
ARCE-SAGARDUY,Mikel,Espagne,"""*.WAV",,,2004,Trivium B,installation ou envir.,P,,
DUNKELMAN,Stephan,Belgique,Kajsa : 3 femmes et un promeneur,,0:07:30,2004,Trivium B,Multimédia,P,,
KOTHMAN,Keith,USA,Interludes,,0:08:00,2004,Trivium B,Multimédia,M,,
CAESAR,Rodolfo,Brésil,3 Clips,,0:12:00,2004,Trivium B,Multimédia,M,,
GARRO,Diego,Italie,Pointes Précaires,,0:14:30,2004,Trivium B,Multimédia,P,,
PARMERUD,Ake,suède,SubString Bridge,,0:09:00,2005,Magistère,,MA,,
CEE,Werner,Allemagne,Maschinerie der polarlandschaft,,0:20:50,2005,Quadrivium,art sonore électroa.,M,,
BURTNER,Matthew,USA,That which is bodiless is reflected in bodies,,0:12:00,2005,Quadrivium,art sonore électroa.,M,,
TODOROFF,Todor,Belgique,Prospective II - Mes jours et mes nuits,,0:45:00,2005,Quadrivium,danse ou théâtre,M,,
FABRE,Arnaud,France,Dropper01-dispositif orchestral,,0:22:00,2005,Quadrivium,installation ou envir.,P,,
D'ALEO,Jean-Luc,France,Modules catalytiques,,0:20:00,2005,Quadrivium,installation ou envir.,M,,
GIROL,Paolo,Italie,Mi sentiro con Ale,,0:08:36,2005,Quadrivium,Multimédia,P,,
MORALES,Roberto,Mexique,Cenzontle,,0:08:08,2005,Quadrivium,Multimédia,P,,
DE GANDARIAS,,Guatemala,Symphonies of the tropics,,0:12:57,2005,Quadrivium,Multimédia,M,,
MURAT,Valerio,Italie,Nuvolari,,0:03:04,2005,Quadrivium,Multimédia,M,,
HIRAYAMA,Haruk,Japon,Swallow,,0:07:45,2005,Résidence,,R,,
KISTERS,Ludger,Allemagne,"Takutaku-a story line, part II",,0:09:10,2005,Résidence,,R,,
MERCIER,Maxence,France,Séminal shaker,,0:11:00,2005,Résidence,,R,,
OCKERT,Matthias,Allemagne,Stretto,,0:26:55,2005,Résidence,,R,,
SIMIONE,Didier,France,Acousmatek,,0:08:48,2005,Résidence,,R,,
WILSON,Benjamin,Canada,Sediment,,0:08:23,2005,Résidence,,R,,
DE MAN,Roderik,Pays-Bas,Cordes invisibles,,0:14:00,2005,Trivium A,avec instruments,P,,
KAHN,Frédéric,France,les perspectives dépravées,,0:10:00,2005,Trivium A,avec instruments,M,,
OLIVEIRA,Joao Pedro,Portugal,Iris,,0:12:30,2005,Trivium A,avec instruments,M,,
GARRO,Diego,Italie,O que a menina ouve,,0:10:05,2005,Trivium A,esthétique formelle,P,,
ADKINS,Mathew,Gde Bretagne,Silk to steel,,0:10:38,2005,Trivium A,esthétique formelle,M,,
SALJIC,Bojana,Slovénie,Welcome to the dooshaland,,0:09:00,2005,Trivium A,esthétique formelle,MA,,
CHOI,Kyong Mee,Corée,Transuility,,0:07:00,2005,Trivium A,esthétique program.,M,,
RUDY,Paul,USA,Love song,,0:15:30,2005,Trivium A,esthétique program.,M,,
RAPP,Jorge,Argentine,"Otro tiempo, otro lugar…",,0:06:47,2006,Magistère,,MA,,
CARLES,Jose Luis,Espagne,L'onde,,0:19:56,2006,Quadrivium,art sonore électroa.,P,,
GUIONNET,Jean-Luc,France,Non-organic bias,,0:21:30,2006,Quadrivium,art sonore électroa.,M,,
TREVISI,Stefano,Italie,Pensatoio : 3 cubi,,0:09:00,2006,Quadrivium,danse ou théâtre,M,,
HOYER,Ralf,Allemagne,Glocken geigen glas II - doppelmembran,,0:20:36,2006,Quadrivium,installation ou envir.,M,,duplicata
STELZENBACH,Susanne,Allemagne,Glocken geigen glas II - doppelmembran,,0:20:36,2006,Quadrivium,installation ou envir.,M,,duplicata
KLAVERDAL,Stefan,Suède,Mänskligt Mönster / Human Pattern,,0:12:42,2006,Quadrivium,Multimédia,P,,
DUFORT,Louis,France,Cantique n°2,,0:20:00,2006,Quadrivium,Multimédia,M,,
BISSIERES,Stéphane,France,Le complexe de swinburne,,0:05:58,2006,Résidence,,R,,
GENDIN,Gabriel,Argentine,Indeleble,,0:07:30,2006,Résidence,,R,,
SIMPSON,Diana,Gde Bretagne,Kalimba,,0:14:57,2006,Résidence,,R,,
STANSBIE,Adam,Gde Bretagne,Isthmus,,0:11:17,2006,Résidence,,R,,
MURAT,Valerio,Italie,Coppi,,0:06:50,2006,Trivium A,dispositif et instru.,P,,
BRANTIGAN,Dan,USA,All of the Colors are Wrong,,0:13:03,2006,Trivium A,dispositif et instru.,M,,duplicata
WARD-BERGEMAN,Michael,USA,All of the Colors are Wrong,,0:13:03,2006,Trivium A,dispositif et instru.,M,,duplicata
JODLOWSKI,Pierre,France,Time and Money,,0:14:47,2006,Trivium A,dispositif et instru.,M,,
BARREIRO,Daniel,Brésil,Percursos enredados,,0:17:53,2006,Trivium A,esthétique formelle,P,,
DEL BOCA,Basilio,Argentine,Fragotado,,0:09:34,2006,Trivium A,esthétique formelle,P,,
FEREIRA,Antonio,Portugal,Wind speaks to stone,,0:11:04,2006,Trivium A,esthétique formelle,M,,
ROCHA ITURBIDE,Manuel,Mexique,Purusha-Prakrti,,0:12:24,2006,Trivium A,esthétique program.,P,,
MINSBURG,Raul,Argentine,A tu memoria,,0:08:00,2006,Trivium A,esthétique program.,M,,
BARREIRO,Daniel,Brésil,Maresia,,0:11:50,2006,Trivium A,esthétique program.,M,,
DOYLE,Roger,Irlande,The Ninth Set – Sector 4,,0:18:43,2007,Magistère,,MA,,
JOHNSON,Bernadette,Suisse,La chambre du malade,,0:10:45,2007,Quadrivium,art sonore électroa.,M,,
BATCHELOR,Peter,Gde Bretagne,Studies On Canvas,,0:20:00,2007,Quadrivium,art sonore électroa.,M,,
SIMAO,Costa,Portugal,Subterrâneos do Corpo,,0:26:00,2007,Quadrivium,danse ou théâtre,P,AE,
TODOROFF,Todor,Belgique,Les familiers du labyrinthe,,0:33:00,2007,Quadrivium,danse ou théâtre,P,AE,
COLLINS,Lea,Australie,gins_leap/dubb_speak Sound Design,,0:16:00,2007,Quadrivium,installation ou envir.,M,,
KLEMOLA,Sami,Finlande,Brainwash,,,2007,Quadrivium,installation ou envir.,M,,
MAXIMIN,Bérangère,France,Encre Noire,,0:22:58,2007,Quadrivium,Multimédia,P,,
FELLMANN,Ellen,Allemagne,Rot,,0:07:30,2007,Quadrivium,Multimédia,M,,
LOPEZ-MONTES,José,Espagne,Ultimo estudio para satanos,,0:22:00,2007,Quadrivium,Multimédia,M,,
JACOBS,Bryan,USA,Within Scenes of Hurt,,0:07:45,2007,Résidence,,R,,
RYAN,Damian,Irlande,Configurational energy landscape #3,,0:12:33,2007,Résidence,,R,,
UTO,Yukari,Japon,Nigero,,0:04:45,2007,Résidence,,R,,
CARMAN,Oliver,Gde Bretagne,Amorphous Materials,,0:15:55,2007,Résidence,,R,,
GUAN,Peng,Chine,Extremer,,0:12:30,2007,Résidence,,R,,
CORNELIUS ,Gregory,USA,Earth and Green,,0:06:30,2007,Résidence,,R,,
OLIVEIRA,João Pedro,Portugal,"Beyond (clarinette, violoncelle, piano et électroacoustique)",,0:10:00,2007,Trivium,dispositif et instru.,P,,
GIROLIN,Roberto,Italie,Anakros (soprano invisible et électroacoustique),,0:10:05,2007,Trivium,dispositif et instru.,M,,
ZDRALEK,Marko,Allemagne,Mare Crisium… Ecco mormorar l'onde (flûte à bec),,0:12:21,2007,Trivium,dispositif et instru.,M,,
CHIARAMONTE,Antonioni,Italie,Riflessioni,,0:10:20,2007,Trivium,esthétique formelle,P,,
WOLEK,Krzysztof,Pologne,Mobile Variations,,0:08:30,2007,Trivium,esthétique formelle,P,,
SANSON,Yoann,France,Trompe en bataille,,0:25:00,2007,Trivium,esthétique formelle,M,,
FRIDRIKSSON,Rikhardur H.,Islande,Brons,,0:14:01,2007,Trivium,esthétique formelle,M,,
YOUNG,John,Gde Bretagne,Ricordiamo Forli,,0:53:30,2007,Trivium,esthétique program.,P,,
ZIMBALDO,Daniel,Espagne,Sonata opus 10,,0:22:30,2007,Trivium,esthétique program.,M,,
BERNIER,Nicolas,Canada,Liaisons mécaniques,,0:10:06,2007,Trivium,esthétique program.,M,,
BICK,Andreas,Allemagne,Frost Pattern,,,2008,Quadrivium,art sonore électroa.,M,,
SAUZA,Nahuel Hernán,Argentine,Gestual 1,,,2008,Résidence,,R,,
KAFEJIAN,Sergio,Brésil,In Harmonica (for guitar and digital sounds),,,2008,Trivium,dispositif et instru.,P,,
TREMBLAY,Pierre Alexandre,Canada,"Walk That Way. Tuesday, Turn",,,2008,Quadrivium,Multimédia,M,,
ZHOU,Yuan,Chine,Colored Glaze for cello solo and disposal Electroacoustic,,,2008,Résidence,,R,,
FORGET,Georges,France,Orages d'acier,,,2008,Résidence,,R,,
TISSOT,Gaël,France,Affleure (pour piano et sons fixés),,,2008,Résidence,,R,,
HARRISON,Jonty,Gde Bretagne,Internal Combustion,,,2008,Trivium,,M,,
MAHTANI,Annie,Gde Bretagne,Past Links,,,2008,Trivium,esthétique formelle,M,,
KOKORAS,Panayiotis,Grèce,"Morphallaxis (for amplified flute, percussion, cello and electronics)",,,2008,Trivium,dispositif et instru.,M,,
PALAMARES,Niko,Grèce,Higgs Kaleidoscope,,,2008,Résidence,,R,,
MONACCHI,David,Italie,Echoes of a Sonic Habitat,,,2008,Quadrivium,art sonore électroa.,M,,
MURAT,Valerio,Italie,Les machines spirituelles,,,2008,Trivium,esthétique program.,M,,
SPEK,Léon,Pays-Bas,Koru,,,2008,Quadrivium,installation ou envir.,M,,
OLIVEIRA,Joao Pedro,Portugal,L'accordéon du Diable (pour accordéon et électroacoustique),,,2008,Magistère,,MA,,
KLAVERDAL,Stefan,Suède,Insyn,,,2008,Quadrivium,Multimédia,P,,
ALESSANDRINI,Patricia,USA,De  Profundis Clamavi  (for string quartet with live electronics),,,2008,Trivium,dispositif et instru.,M,,
ELLROTT,Travis,USA,In Pieces,,,2008,Résidence,,R,,
PAYNE,Maggi,USA,Liquid Amber,,,2008,Quadrivium,Multimédia,M,,
ELDAGSEN,Boris,Allemagne,Spam the musical,,0:06:29,2009,Arts Électroniques,tendance netart,M,,
SCHUBERT,Alexander,Allemagne,Nachtschatten,,0:12:00,2009,Résidence,,R,,
BIFFARELLA,Gonzalo,Argentine,Memoria de rituales cotidianos,,0:12:00,2009,Trivium,esthétique program.,P,,
KASEM,Maria Christina,Argentine,Las aguas abismales,,0:13:57,2009,Trivium,esthétique formelle,P,,
SAMARTZIS,Philip,Australie,Black habit,,0:22:16,2009,Quadrivium,art sonore électroa.,M,,
Todoroff,Todor,Belgique,De Deux Points de vue,,0:45:00,2009,Quadrivium,danse ou théâtre,M,,
Gauthier,Thierry,Canada,Cycles,,0:08:06,2009,Arts Électroniques,tendance création,M,,
GOBEIL,Gilles,Canada,Castalie,,0:10:34,2009,Trivium,esthétique program.,M,,
PAYEUR,Emilie,Canada,Etude claire et nette,,0:10:10,2009,Résidence,,R,,
RIVAS,Roque,Chili,Mutations of matter,,0:14:00,2009,Arts Électroniques,tendance performance,P,,
LEE,Zune,Corée du Sud,A bottle of weather,,,2009,Quadrivium,installation ou envir.,M,,
ARANDA PENA,Jesus,Espagne,Dr. Jekyll . Confesión,,0:12:48,2009,Résidence,,R,,
JIMENEZ,Gregorio,Espagne,Le secret des petits sons,,0:14:52,2009,Trivium,esthétique formelle,M,,
BOURDIER,Fabien,France,React,,0:08:00,2009,Arts Électroniques,tendance création,P,,
Lefèvre,Benoît,France,Nuit d'ébène et d'ivoire,,0:11:04,2009,Résidence,,R,,
Marteau,Grégory,France,Présence impalpable,,0:09:20,2009,Résidence,,R,,
ADKINS,Mathew,Gde Bretagne,Five Panels,,0:46:35,2009,Arts Électroniques,tendance création,M,,
HINDMARCH,David,Gde Bretagne,Trebuchet,,0:13:00,2009,Trivium,esthétique formelle,P,,
REEDER,Philip,Gde Bretagne,Lynchpin,,0:11:11,2009,Résidence,,R,,
ROSAS COBIAN,Michael,Gde Bretagne,Cantaor,,0:14:00,2009,Trivium,esthétique program.,M,,
KOKORAS,Panayiotis,Grèce,West Pole,,0:09:00,2009,Trivium,dispositif et instru.,M,,
CHIARAMONTE,Antonino,Italie,"Cut-up & grain, Chapter 1 : life",,0:21:38,2009,Arts Électroniques,tendance performance,M,,
Dall'osto,Diego,Italie,Tone,,0:13:24,2009,Quadrivium,danse ou théâtre,P,,
DE BONIS,Valerio,Italie,Arsi Meccanica,,0:05:17,2009,Quadrivium,art sonore électroa.,M,,
GEMINI,Giampiero,Italie,Danza Pitagorica,,0:08:00,2009,Quadrivium,Multimédia,M,,
UTO,Yukari,Japon,Equal,,0:08:00,2009,Arts Électroniques,tendance performance,M,,
SOLIS,Hugo,Mexique,Ojos Te Vean,,,2009,Arts Électroniques,tendance netart,M,,
BODY,Jack,Nlle Zélande,intimate portrait n°2: sssteve,,,2009,Trivium,esthétique program.,P,,
LILLIOS,Elainie,USA,Veiled Resonance,,0:14:10,2009,Trivium,dispositif et instru.,P,,
MILLER,Dennis,USA,Circles and Rounds,,0:09:20,2009,Quadrivium,Multimédia,M,,
